Title;Release Year;Locations;Fun Facts;Production Company;Distributor;Director;Writer;Actor 1;Actor 2;Actor 3;lat;lag
Bedazzled;2000;San Francisco Washington Square Park (Filbert, between Stockton and Powell);;Twentieth Century Fox Film;Twentieth Century Fox Film;Harold Ramis;Harold Ramis;Brendan Fraser;Elizabeth Hurley;;37,8008473;-122,4099791
Bedazzled;2000;San Francisco Vaillancourt Fountain (Justin Herman Plaza);"Installed in 1975, the Vaillancourt Fountain is officially titled, ""Qu‚bec Libre!"". The night before the sculpture's inauguration, artist Armand Vaillancourt inscribed ""Qu‚bec libre!"" in red letters on the sculpture. The next day when he noticed that the note had been erased, Vaillancourt jumped on the statue to re-inscribe his message.";Twentieth Century Fox Film;Twentieth Century Fox Film;Harold Ramis;Harold Ramis;Brendan Fraser;Elizabeth Hurley;;37,7955212;-122,3953556
Bedazzled;2000;San Francisco Montgomery & Market Streets;;Twentieth Century Fox Film;Twentieth Century Fox Film;Harold Ramis;Harold Ramis;Brendan Fraser;Elizabeth Hurley;;37,7975865;-122,4037614
Bedazzled;2000;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Twentieth Century Fox Film;Twentieth Century Fox Film;Harold Ramis;Harold Ramis;Brendan Fraser;Elizabeth Hurley;;37,7792597;-122,4192646
Bee Season;2005;San Francisco ;;Bee Season Productions;Fox Searchlight Pictures;Scott McGehee;David Siegel;Richard Gere;Juliette Binoche;;37,7749295;-122,4194155
Bicentennial Man;1999;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;1492 Pictures;Buena Vista Pictures;Chris Columbus;Nicholas Kazan;Robin Williams;;;37,7792597;-122,4192646
Bicentennial Man;1999;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;1492 Pictures;Buena Vista Pictures;Chris Columbus;Nicholas Kazan;Robin Williams;;;37,8190603;-122,4781232
Bicentennial Man;1999;San Francisco Treasure Island;An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.;1492 Pictures;Buena Vista Pictures;Chris Columbus;Nicholas Kazan;Robin Williams;;;37,8235515;-122,370648
Bicentennial Man;1999;San Francisco Postcard Row, Alamo Square, Hayes Valley;The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.;1492 Pictures;Buena Vista Pictures;Chris Columbus;Nicholas Kazan;Robin Williams;;;37,7762593;-122,432758
Bicentennial Man;1999;San Francisco Grace Cathedral Episcopal Church (1100 California Street);Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.;1492 Pictures;Buena Vista Pictures;Chris Columbus;Nicholas Kazan;Robin Williams;;;37,7918581;-122,4134328
Big Eyes;2014;San Francisco Caffe Trieste;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,7986623;-122,4073207
Big Eyes;2014;San Francisco Palace of Fine Arts;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,8029577;-122,4491929
Big Eyes;2014;San Francisco 1101 Filbert St.;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,8001923;-122,4178135
Big Eyes;2014;San Francisco Saints Peter & Paul Church;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,8013901;-122,4101618
Big Eyes;2014;San Francisco Green St. & Grant Ave.;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,7977399;-122,4229493
Big Eyes;2014;San Francisco Filbert St. & Leavenworth;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,7995077;-122,4241083
Big Eyes;2014;San Francisco Pine St. & Grant;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,7894225;-122,4220832
Big Eyes;2014;San Francisco Way Faire Inn on Leidesdorff;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,793997;-122,4023388
Big Eyes;2014;San Francisco Harry's Bar on Fillmore;;Blink & Wink Productions;Weinstein Company;Tim Burton;Scott Alexander;Amy Adams;Krysten Ritter;Christoph Waltz;37,7883499;-122,4334685
Big Sur;2013;San Francisco Tosca CafÇ¸ (242 Columbus Avenue, North Beach);;3311 Productions;;Michael Polish;Jack Kerouac & Michael Polish;Josh Lucas;Kate Bosworth;Stana Katic;37,7976266;-122,4058736
Big Trouble in Little China;1986;San Francisco ;;Twentieth Century Fox Film;Twentieth Century Fox Film;John Carpenter;Gary Goldman;Kurt Russell;Kim Catrall;James Hong;37,7749295;-122,4194155
Birdman of Alcatraz;1962;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Norma Productions;United Artists;John Frankenheimer;Guy Trosper;Burt Lancaster;Karl Maden;Thelma Ritter;37,8269775;-122,4229555
Birdman of Alcatraz;1962;San Francisco Pier 43 1/2;;Norma Productions;United Artists;John Frankenheimer;Guy Trosper;Burt Lancaster;Karl Maden;Thelma Ritter;37,809041;-122,414528
Birth of the Dragon;2016;San Francisco Lands End Trail at Eagles Point/ Lincoln Park Golf Course;The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7867005;-122,4948301
Birth of the Dragon;2016;San Francisco Pier 45 - Jeremiah O'Brien Liberty Ship;The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,8110638;-122,4181442
Birth of the Dragon;2016;San Francisco Leavenworth at Green;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7985017;-122,4172437
Birth of the Dragon;2016;San Francisco Leavenworth at Union;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7994171;-122,4174331
Birth of the Dragon;2016;San Francisco Hyde at Union;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7992091;-122,4190745
Birth of the Dragon;2016;San Francisco California at Grant;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7974867;-122,4069752
Birth of the Dragon;2016;San Francisco Grant between Bush and Broadway;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7897897;-122,4096207
Birth of the Dragon;2016;San Francisco California at Mason;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7918421;-122,4108428
Birth of the Dragon;2016;San Francisco Spofford between Clay and Washington;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7913539;-122,4292951
Birth of the Dragon;2016;San Francisco Twin Peaks Blvd.;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7534184;-122,4481761
Birth of the Dragon;2016;San Francisco Waverly Pl between Washington and Sacramento;;BOTD U.S. Productions, Inc.;Kylin Pictures;George Nolfi ;Christopher Wilkinson, Stephen J. Rivele;Philip Ng;Billy Magnussen;Yu Xia;37,7906014;-122,4281098
Blue Jasmine;2013;San Francisco Jones & Pacific;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,787177;-122,412987
Blue Jasmine;2013;San Francisco Pacific & Divisadero;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7925153;-122,4382307
Blue Jasmine;2013;San Francisco Lombard & Hyde;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,8009851;-122,4267626
Blue Jasmine;2013;San Francisco 5546 Geary Ave;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7805944;-122,4792302
Blue Jasmine;2013;San Francisco 2898 Broadway;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,793335;-122,44471
Blue Jasmine;2013;San Francisco Motel Capri;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,799185;-122,433029
Blue Jasmine;2013;San Francisco Marina Green;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,8062419;-122,4349436
Blue Jasmine;2013;San Francisco Ocean Beach at Lincoln;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,782836;-122,5116181
Blue Jasmine;2013;San Francisco Heald College;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7819286;-122,4041764
Blue Jasmine;2013;San Francisco Marina Blvd from Laguna to Baker;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7876567;-122,428551
Blue Jasmine;2013;San Francisco 330 Santa Clara Ave.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7342703;-122,4665605
Blue Jasmine;2013;San Francisco 200 Post St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,788804;-122,4053893
Blue Jasmine;2013;San Francisco 2179 48th Ave;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7455566;-122,5072394
Blue Jasmine;2013;San Francisco The Ramp Restaurant;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7641206;-122,3867726
Blue Jasmine;2013;San Francisco 303-305 S. Van Ness;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7682797;-122,4176628
Blue Jasmine;2013;San Francisco 3563 20th St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7584616;-122,420399
Blue Jasmine;2013;San Francisco Taylor & Green St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7876118;-122,4053035
Blue Jasmine;2013;San Francisco Grant & Washington St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7795732;-122,42101
Blue Jasmine;2013;San Francisco 2934 24th St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7529598;-122,4107118
Blue Jasmine;2013;San Francisco 1138 Alabama St;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,75367;-122,4112992
Blue Jasmine;2013;San Francisco South Park;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7816579;-122,3938961
Blue Jasmine;2013;San Francisco 2915 16th St.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7650165;-122,4179625
Blue Jasmine;2013;San Francisco Trolley Car from Market and 11th;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7748643;-122,4195886
Blue Jasmine;2013;San Francisco Real Guitars;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7734127;-122,4174864
Blue Jasmine;2013;San Francisco Aub Zam Zam Bar;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,769619;-122,449291
Blue Jasmine;2013;San Francisco 790 Ulloa;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7408365;-122,4647031
Blue Jasmine;2013;San Francisco SFO International Airport Terminal 3;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,6213129;-122,3789554
Blue Jasmine;2013;San Francisco 2178 Palou Ave.;;Perdido Productions;Sony Pictures Classics;Woody Allen;Woody Allen;Cate Blanchett;Alec Baldwin;Peter Sarsgaard;37,7406288;-122,4015231
Boys and Girls;2000;San Francisco 1122 Folsom Street;;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,7763832;-122,4086985
Boys and Girls;2000;San Francisco St. Peter & Paul's Church (666 Filbert Street, Washington Square);Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8013901;-122,4101618
Boys and Girls;2000;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8190603;-122,4781232
Boys and Girls;2000;San Francisco Fisherman's Wharf;Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8079996;-122,4177434
Boys and Girls;2000;San Francisco Ferry Building;Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,7955703;-122,3933208
Boys and Girls;2000;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8023949;-122,4058222
Boys and Girls;2000;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,7792597;-122,4192646
Boys and Girls;2000;San Francisco Lombard Street;Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8009851;-122,4267626
Boys and Girls;2000;San Francisco Chinatown;First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,7941378;-122,4077914
Boys and Girls;2000;San Francisco Aquatic Park (Jefferson Street);Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,807743;-122,42415
Boys and Girls;2000;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,8269775;-122,4229555
Boys and Girls;2000;San Francisco 628 Cole Street;;Punch 21 Productions;Dimension Films;Robert Iscove;The Drews;Freddie Prinze, Jr.;Alyson Hannigan;;37,769226;-122,4504325
Broken-A Modern Love Story ;2010;San Francisco Ina Coolbrith Park (1700 Taylor Street);;RKW Films;;Ryan K. Whiting;Ryan K. Whiting;;;;37,7982629;-122,4134525
Broken-A Modern Love Story ;2010;San Francisco 0-100 block Halleck Street;;RKW Films;;Ryan K. Whiting;Ryan K. Whiting;;;;37,803479;-122,4542968
Budding Prospects, Pilot;2017;San Francisco 3050 24th Street;;Picrow Streaming Inc.;Amazon ;Terry Zwigoff;Melissa Axelrod, T. C. Boyle (based on the book by);Adam Rose;Will Sasso;Joel David Moore;37,7527686;-122,4132118
Budding Prospects, Pilot;2017;San Francisco 3033 24th Street;;Picrow Streaming Inc.;Amazon ;Terry Zwigoff;Melissa Axelrod, T. C. Boyle (based on the book by);Adam Rose;Will Sasso;Joel David Moore;37,7524122;-122,4126145
Budding Prospects, Pilot;2017;San Francisco 2937 24th Street;;Picrow Streaming Inc.;Amazon ;Terry Zwigoff;Melissa Axelrod, T. C. Boyle (based on the book by);Adam Rose;Will Sasso;Joel David Moore;37,7525985;-122,4108534
Budding Prospects, Pilot;2017;San Francisco 1167 Alabama Street;;Picrow Streaming Inc.;Amazon ;Terry Zwigoff;Melissa Axelrod, T. C. Boyle (based on the book by);Adam Rose;Will Sasso;Joel David Moore;37,7532795;-122,4108224
Budding Prospects, Pilot;2017;San Francisco 1641 York Street;;Picrow Streaming Inc.;Amazon ;Terry Zwigoff;Melissa Axelrod, T. C. Boyle (based on the book by);Adam Rose;Will Sasso;Joel David Moore;37,7473312;-122,4062631
